words;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15
more;0.0042574657;0.003150513;0.0055955728;0.000100886;0.0019879837;0.0045790058;0.003602627;0.0072095613;0.003843415;0.0037323507;0.0020662758;0.0017757771;0.004896579;0.003575653;0.0038240363
quit;0.00068527245;0.00050857477;0.0007118981;0.0;0.00020791478;0.0010881268;0.001083881;0.0006033274;0.0002719707;0.0006442156;0.0013323433;0.0;0.0011509248;0.0007976756;0.00067314465
race;0.0;0.0;0.0002159587;0.0;0.00041553596;2.4827388e-05;6.609506e-05;0.00016731472;0.0;0.00032381451;2.3011691e-05;0.0001632911;0.0003684411;0.00060715404;0.00017306572
rate;0.0;0.0018382433;0.00032378317;0.0;0.0;0.00036203305;0.0;0.0014184625;8.766441e-05;0.00055611966;0.0;0.0011571134;0.0005800956;0.0;0.0004875016
real;0.0012723571;0.0008479484;0.0007275668;5.6914512e-05;0.0002364401;0.00075273257;0.000794781;0.0007255532;0.0008011708;0.0014785555;0.00036384308;2.2965893e-05;0.0016315171;0.0011246346;0.00079489406
risk;0.00017047967;0.0;1.0463089e-05;2.7198543e-14;5.6620993e-05;0.001603147;1.7916886e-05;0.0005447652;1.9916755e-05;7.6796976e-05;0.0;0.0002602324;0.00018353113;0.00022596502;0.00021985378
show;0.00017539656;0.00025944898;0.0010347007;0.0;0.0010649177;0.0012979514;0.0014042428;0.0016050357;5.8074707e-05;0.0008509124;0.0016157561;0.00025412277;0.0005704045;0.0009479069;0.00086130225
some;0.0050451425;0.0046931175;0.003385206;0.0004294433;0.0029296237;0.0067716334;0.0055295583;0.004636441;0.0037766343;0.00418721;0.006480903;6.29722e-06;0.0048102294;0.005547683;0.0043281545
such;0.002954531;0.00087037135;0.00065884466;8.680619e-06;0.001430463;0.002628678;0.0024417178;0.0030497222;0.002093555;0.0019713214;0.0007795959;0.00070586137;0.00072298467;0.003537539;0.0018342949
tend;2.572657e-05;2.2386228e-05;0.000102714796;0.0;7.438482e-05;0.00073848193;0.00033234208;0.0003242644;0.00016078578;0.0001640129;9.996965e-05;0.0;0.00026867774;5.290314e-05;0.00018413385
than;0.0030869439;0.002817724;0.0047572493;0.0;0.0011970937;0.0031614166;0.0027787627;0.005634626;0.0023037072;0.0029866733;0.002022627;0.0009916476;0.004706284;0.003481046;0.0030200933
thus;0.0007841467;0.00024062433;0.00021746814;0.0;0.00014626;0.00020189717;0.0010292503;0.00025333313;0.00043026367;0.000258596;0.00013215873;0.0;0.00024112588;0.00055170164;0.00036474582
type;0.00029796103;0.00097147364;2.8189153e-05;0.0;0.0;0.001492751;0.00017547063;0.0004714166;0.002431775;0.00037222623;0.0020791092;0.00018190821;0.0010865264;5.461481e-05;0.0006912557
uiuc;3.2163953e-05;0.00064402714;0.0011575123;0.0;0.00011333121;0.0001422852;4.6315654e-05;4.935645e-09;0.00040025334;0.0006650899;0.0;0.0;0.0024166163;0.0010284348;0.00046586836
wayn;0.0;0.00067066716;0.00032352534;0.0;0.00012576643;0.0;0.0;4.7188004e-16;0.00010955757;2.0957004e-05;0.0;2.6548243e-05;0.0002736982;0.0;0.00011420335
when;0.0019996914;0.0029802464;0.004132785;0.0;0.005970937;0.00361172;0.004479428;0.0039407057;0.00024136752;0.001540543;0.009732318;0.00024255185;0.006890563;0.0035304704;0.0036801533
wish;0.00040012857;0.00015463322;0.00012102231;0.0;0.00020573856;0.00033822193;0.0003780036;0.0005253586;0.00028495732;0.00036933666;0.00014059045;0.00010914419;0.00015023912;0.0005079159;0.00028525648
bell;0.0003226093;0.00040154558;0.00045308724;0.0;0.0;0.0;3.5269335e-05;0.00013978963;8.0959006e-05;0.00022006965;0.00016225713;0.00013456977;0.0001737803;1.5351762e-06;0.00014791086
bill;0.001023973;0.00057816453;0.0004897235;0.0;0.0;0.0;0.00016057208;0.0039105564;7.423143e-05;0.0010338057;5.7270636e-08;0.0009073553;0.00018823879;0.00011906074;0.0007058459
even;0.0033176646;0.0012130026;0.0024139078;0.0;0.0027865649;0.0021971876;0.0032618465;0.0033297024;0.0007445755;0.00142714;0.0016727782;1.0046894e-05;0.0027835348;0.0027754777;0.002164326
gear;4.027613e-05;0.0;0.0;0.0;0.0;1.063003e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.001075611;0.0;8.200512e-05
hous;0.002081442;8.6188965e-15;0.0;0.0;0.0013819985;0.0;0.00013108416;0.0007323761;5.443384e-05;3.4520655e-14;1.6787676e-14;0.0024717161;0.0003445045;0.00032910335;0.00054082985
long;0.0013887511;0.0005017645;0.0015341231;0.00034556733;0.00092284795;0.0020400411;0.0007554026;0.00088801904;9.268387e-05;0.0019550612;0.0009818462;0.0007812399;0.0018166881;0.0010773541;0.0010439277
open;0.0004653429;6.7739325e-05;0.0005815824;0.00075822097;0.0011890825;0.00018109482;0.0005195916;0.00022793384;0.001255729;0.0002757608;0.0023255253;0.0006127071;0.0008147589;0.00018671234;0.0006540267
part;0.0020934877;0.00089433783;0.00037462128;0.0009866203;0.000874108;0.0010298536;0.0021695045;0.0010473592;0.0011620375;0.0019392155;0.00084366766;0.0016052906;0.0014675558;0.0016486923;0.0013322026
peac;0.00016871795;0.0;0.0;0.0;0.00069162657;0.0;0.00045710683;9.114262e-05;0.0;0.0;0.0;6.316351e-05;0.0;0.0037232174;0.00038486967
pray;0.00016819316;0.0;0.0;0.0;4.664479e-05;0.0;0.0010011282;6.188492e-16;5.087367e-05;0.0;0.0;0.0;0.0;0.0;0.00013684272
talk;0.0008195559;0.0005930876;0.0011167207;0.0;0.0012775622;0.00051626394;0.0013850469;0.001400027;0.0;0.00062078633;0.0006007812;0.0012591413;0.0006813647;0.0021071967;0.0009523629
toth;0.00020984114;0.00012565377;0.00017464439;0.0;0.00010083197;6.287179e-05;0.00015763639;0.00010340127;1.5970847e-05;0.0001001179;0.00011050525;0.00018030839;0.00021113135;0.00015525131;0.00012577459
base;0.00050066254;0.0005395532;0.0027233702;0.0;0.00011621951;0.00052845065;0.0007372333;0.00068721065;0.0030766116;0.0019639404;0.00022241053;0.0011568065;0.0005502436;0.001586785;0.0010449339
bias;0.0;4.7193465e-05;0.00024506554;0.0;0.0;4.357573e-05;5.0140778e-05;0.00026319703;2.2211892e-05;2.7086538e-05;4.684335e-06;0.0;0.0;0.0006341233;0.00010061972
both;0.000906778;0.0020411501;0.0011485841;0.0;0.00061352993;0.0009206695;0.0015031566;0.000859838;0.0014211035;0.00081107055;0.00074318127;0.0011690839;0.0012876875;0.0014070513;0.0011284472
isra;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007609082;0.0005121533
lean;1.0299688e-05;7.371687e-05;6.58072e-05;0.0;2.2843524e-06;2.9232557e-05;3.551567e-05;9.2705504e-10;0.0;0.0;0.0;6.2706975e-05;9.2523616e-05;7.210831e-05;3.219849e-05
left;7.539634e-05;0.00024372179;0.00151469;0.0;0.0016176641;0.000455915;0.00022861506;0.0003164056;0.0;0.00034712735;0.0008561591;0.00024611896;0.0016957874;0.0007050125;0.000593655
mani;0.0017686161;0.0010074013;0.0021504243;0.0;0.0018440514;0.00281295;0.0027912862;0.002723772;0.002783429;0.00097190903;0.0006465946;0.0010609643;0.0014233493;0.0029238346;0.001938939
noth;0.0005124344;0.0004265047;0.00053572794;0.0;0.0009008823;0.0009071214;0.0012935835;0.0012035039;2.2996932e-05;0.00037222897;0.0008770404;0.0;0.0008443858;0.0016186147;0.00074709964
reli;0.00017113553;0.0;3.4215165e-05;0.0;2.9149325e-05;6.756209e-05;0.00028283845;5.1274645e-05;3.5609515e-05;1.9702666e-05;0.00011588461;9.039535e-05;0.000111315094;9.021429e-05;8.854538e-05
true;0.0006550348;0.00077077904;0.00068283617;7.607418e-05;0.00017070142;0.00039309682;0.0024831784;0.0009907973;0.0001427867;0.00039407064;0.0013409652;0.0;0.0006267042;0.0019811143;0.0008698557
beta;0.0;0.00013442505;0.0;0.0;0.0;0.000169043;0.0;0.0;0.0005822319;8.647038e-05;6.723708e-05;0.0;0.0;0.0;7.747724e-05
gain;0.00039492332;0.00037821877;1.6872815e-05;0.0;3.744409e-05;0.00072388246;0.00013074046;0.00026756484;3.421134e-08;0.00030014117;2.11395e-05;0.0;3.6300396e-05;5.39287e-05;0.00016853785
jami;8.359735e-06;1.2289546e-05;7.5746146e-05;0.0;0.0;8.6942855e-13;0.0;6.284393e-05;2.290538e-05;0.0;0.0001524212;2.0637006e-05;0.0;0.0;2.465203e-05
must;0.001481536;0.00059980905;0.0005867127;0.0001420363;0.0007222507;0.0006892739;0.0022558044;0.0010739065;0.0010693456;0.00041920363;0.001064685;0.00066471763;0.0010717332;0.0022659833;0.0011032916
said;0.0002701215;0.0003307902;0.0013271247;5.5495766e-05;0.006606104;0.001399473;0.002242788;0.0010407057;0.0;0.00054861227;0.0010615259;0.0031068758;0.0010253584;0.0027372306;0.0016753152
veri;0.0017005405;0.0026703654;0.0016672772;0.0;0.0010759729;0.0035016802;0.0024255053;0.002141184;0.001177205;0.002110946;0.0021472997;0.00076386426;0.004275156;0.0014870254;0.0020264783
abov;0.00048113067;0.00058363855;0.00055160583;0.0;0.00032850195;0.00057563133;0.0009803456;0.0006577291;0.0015844766;0.00051203894;0.00036732672;0.00016988427;0.0006676616;0.0011401306;0.0006721383
aliv;0.0;0.0;0.0;0.0;0.0010083893;5.723645e-05;0.00019419384;3.9704417e-05;0.0;0.0002558227;0.0;0.0;0.0;0.0;0.00012829008
date;0.00019666294;0.00024227187;7.9661935e-05;1.546294e-05;0.00012354033;5.6836067e-05;0.00024518667;0.00016529029;0.0005320421;0.00048539118;0.0008736024;0.001238069;0.00015785782;0.0001808746;0.00032349178
dong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013289318;0.0;0.0;0.0;0.0;8.04982e-06
kept;0.00036616795;5.4828604e-05;0.00018751461;0.0;0.00041552482;0.00011401933;0.00014694713;2.4166562e-05;6.0450155e-05;0.00017985006;1.2887599e-09;0.00024663887;0.00037216063;8.13359e-05;0.0001630038
