words;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15
paul;0.0004182818;0.000572819;0.0007167177;0.0;4.9461265e-05;0.0002698896;0.0027927274;0.00036056442;0.00041358412;0.0002966793;6.4905784e-05;0.0004613636;0.00021450025;0.0;0.00060877507
read;0.0017783369;0.0024406072;0.00048689617;0.0;0.00028607575;0.0017157794;0.003141189;0.0014527201;0.0028935275;0.0006214906;0.0017761611;1.4130999e-08;0.0018218054;0.0018338643;0.0016136867
them;0.0029735574;0.0034329412;0.0018897374;0.000104029925;0.007855375;0.002223341;0.004141833;0.005121125;0.0012945513;0.0019140426;0.0019600617;0.0;0.004424725;0.0038531797;0.0033045546
univ;0.0005518263;0.0016105958;0.0;0.0;1.1750544e-11;0.00062712363;0.0009671934;0.0008291012;0.0014677183;0.001080818;0.0003792465;0.010982955;1.1751372e-11;0.00062361336;0.0013105798
your;0.0052933777;0.0034086602;0.002255557;7.3154406e-05;0.0023142742;0.0049898424;0.0073372843;0.009022727;0.005239478;0.0010376149;0.0072528454;4.6579326e-16;0.0071841227;0.007352273;0.0049790842
andi;1.6840346e-05;0.0003615274;0.00018449832;0.0;0.0;0.0;0.00022501811;0.00023844819;2.7824777e-05;3.2602908e-05;9.413996e-05;0.0;0.0011524771;0.00089973904;0.00024535033
core;0.00034145548;0.0;3.790993e-09;0.0;0.0;6.4936656e-05;6.79324e-05;6.653338e-05;0.0;0.00046547686;0.0005671309;5.4739216e-06;0.0;8.563005e-05;0.000110918896
down;0.00024486033;0.0007423673;0.001731516;0.0;0.0030053793;0.0005959267;0.00053596625;0.0013109155;0.0003558029;0.0010261438;0.0009294473;0.0;0.0026428008;0.00020346038;0.0010233148
good;0.0024784822;0.0036615725;0.0046513844;0.0;0.0005412588;0.0029861983;0.0029614973;0.003427136;0.0014973062;0.0012034969;0.00040967442;5.101844e-12;0.005043922;0.0011537799;0.0023160067
hold;0.00034400495;0.000320876;0.0003791143;0.0;0.00022872491;0.00032598583;0.0007904762;0.0006477428;4.0085843e-07;0.0003553658;0.00042340928;0.00014693753;0.00068960077;0.0004139198;0.00040585015
into;0.0021521964;0.0020050325;0.0019796598;1.764462e-05;0.0038885372;0.0015416462;0.0022624193;0.0016122526;0.0013781858;0.003127317;0.002545668;0.0005168986;0.0025049972;0.001827026;0.0020629857
issu;0.0019339183;0.00018159518;1.7103435e-05;0.0;0.000282277;0.0006525673;0.0016894052;0.0016175633;0.0002519019;0.00013344728;0.00039302176;0.0030676727;0.00015025408;0.00063181773;0.00085923733
karl;0.0002194121;1.7838647e-05;0.0;0.0;1.3250894e-05;0.0;2.8599987e-05;2.6788266e-05;0.00010311029;3.0254925e-05;8.180277e-15;0.0001433906;0.00011331728;0.0;4.9070226e-05
like;0.003782297;0.0063410955;0.00522859;6.6875196e-05;0.00311612;0.004856358;0.0037118648;0.0062594544;0.002979789;0.004213838;0.0038503725;7.240574e-16;0.008936035;0.0036916186;0.0043207183
main;0.00020846612;0.000636017;0.00048722792;0.0;0.00029707458;0.00027994465;0.00013503681;0.0001779597;0.00026543395;0.0005407491;0.00092844956;0.00053375075;0.00025781925;0.00017768124;0.00034451263
moot;1.4989712e-05;0.0;8.976674e-06;0.0;8.30101e-06;0.0;1.3326121e-05;5.715679e-06;0.0;2.4996427e-05;0.0;0.0;4.4932116e-05;7.793378e-06;9.711983e-06
sinc;0.0019297242;0.0016449302;0.0015361438;0.0;0.00084394234;0.0021366621;0.0017362022;0.0016566854;0.0005100898;0.001381564;0.0014023014;0.00037430553;0.0018306454;0.0016386062;0.0013964523
tail;0.0;0.0;4.516682e-05;3.250874e-05;5.2623396e-05;8.31885e-05;9.061847e-06;0.0;0.0;0.00013484433;1.3198538e-05;0.0;0.0001815304;2.0538082e-06;3.680272e-05
tank;0.0;0.0;0.0;0.0;0.0018362124;0.0;0.0;0.0;0.0;0.00040747187;0.0;0.0;0.00033212677;1.1934448e-05;0.00020394748
fact;0.0015446052;0.00024585682;0.0006459456;0.0;0.0014802234;0.0014774313;0.0022167664;0.0019715654;6.8673144e-05;0.00034552676;0.00033365743;0.00027159325;0.0008229547;0.003426268;0.0011838146
here;0.0019548445;0.0020083094;0.0016729473;0.00053885847;0.0017414647;0.001380124;0.0023303572;0.0025549612;0.0007158815;0.001052759;0.00142285;0.0005056658;0.0034754043;0.0019217366;0.0017900342
idea;0.0018515314;0.0011213983;0.00035435316;0.0;0.0001615428;0.0011019193;0.0013355975;0.0014552018;0.00017698947;0.0017886324;0.0008999291;3.2965187e-07;0.0009651477;0.0006551536;0.0009072836
imag;0.0;0.0;0.0;0.0;2.7785593e-10;0.0;0.0;0.0;0.016240861;0.00093040767;0.0;0.0;0.0;0.0;0.001312112
inch;2.9057768e-05;0.00035345778;3.9626206e-12;0.0;1.1444836e-05;5.1142182e-05;0.0;0.0;6.916064e-05;0.00015976028;0.00015527151;1.32513305e-05;0.00033443677;1.871544e-05;8.485046e-05
menu;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014863728;0.0;0.0015837003;0.0;0.0;0.0;0.00011398578
pull;0.0;0.00031189332;0.00013157852;0.0;0.0003194131;0.00016587529;7.6408095e-16;0.00013087555;1.8470375e-05;0.00010247573;1.5094372e-05;0.0;0.0011562962;6.9041416e-05;0.00018043478
call;0.0024328036;0.0020452866;0.002090025;6.285595e-05;0.0021194718;0.0015717483;0.0019483378;0.0010371571;0.0017767941;0.0011370409;0.0031256152;0.0023187741;0.0015305072;0.0018812824;0.0018360355
evid;0.00028456224;0.0;2.520932e-09;0.0;0.0009836642;0.0017716021;0.0020497919;0.0010948874;0.0;0.00023325124;0.0;0.0;0.0;0.0008002037;0.00063279906
form;0.0005852561;6.984398e-05;0.000103177386;0.0;0.00018381605;0.0009403557;0.0008306501;0.00047659196;0.0009852409;0.00062245544;0.00037032273;0.0008856749;0.00014073639;0.0009094278;0.00053005863
gold;0.0;0.00011931466;0.00023299437;0.0;0.00016991404;0.0;4.324164e-05;0.0;9.01839e-06;0.00010223892;0.0;0.00012013205;0.00011906753;2.2866672e-05;6.747149e-05
last;0.00028435886;0.0005934212;0.005656389;0.0;0.0017073348;0.00074808847;0.0006700833;0.00081966334;0.00017533696;0.00076775247;0.0005509656;0.0024993967;0.0015296967;0.0006772707;0.0011674582
need;0.0038732658;0.0060986564;0.0011179575;6.6912275e-05;0.00061353366;0.0022820667;0.0016483811;0.001928874;0.0032645303;0.0018059602;0.0035961017;0.00020901089;0.0019952592;0.0009619233;0.0021815707
post;0.0014087441;0.0015993138;0.001469516;9.690915e-05;0.00045585263;0.0019837767;0.0020690863;0.0022192136;0.006354266;0.0007300274;0.0005649642;0.00042400777;0.0010380817;0.002479199;0.0017731659
pure;3.9914885e-05;3.5019613e-05;0.0;0.0;5.227835e-05;0.00017032419;0.00016359864;0.00016239958;0.00010892202;0.00037654096;0.0001552649;0.0;1.2986506e-05;0.0002452733;0.00011449693
view;0.0002487982;0.00021768807;3.7368172e-05;0.0;0.0001817777;0.00028810752;0.0017832867;0.0008653919;0.0022500928;0.00037644463;0.00034730745;0.00032166514;5.325785e-05;0.0011327328;0.0006885142
well;0.0017014522;0.002185737;0.0037132592;0.0;0.0023247804;0.0023243658;0.0020797274;0.0039696395;0.0013834751;0.001830672;0.001619085;0.0009085174;0.0033239715;0.0022518558;0.0022628438
berg;0.0;4.8353955e-05;0.00016435498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3801151e-05
book;3.6647012e-05;0.00057514553;0.00021564164;0.0;0.00018352299;0.00067560753;0.0027236065;3.2239427e-07;0.0017018194;0.00035980076;0.00019301739;0.0053475983;0.00024617804;6.700951e-05;0.0009604437
chip;0.01059467;0.0025708324;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000849014
fine;0.00012523073;0.0012313649;0.0003298241;0.0;0.00021829363;0.00020757718;5.5531742e-05;0.00033581478;7.9982136e-05;0.00010078077;0.000986155;0.0;0.00085335574;0.00016665748;0.00034451266
kipl;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00030131594;0.0;0.0;0.0;0.0;1.8401464e-05
mean;0.0017969367;0.0010962026;0.0008619454;0.0;0.0005401803;0.0009791064;0.0045814877;0.0030229676;0.0006081086;0.0008389236;0.0011378075;0.0;0.0009782923;0.0026869457;0.0016361789
rule;0.0002831538;0.0;0.0009995789;0.0;0.00027402648;0.00026610278;0.0007391135;0.0011939568;2.029773e-07;0.00043482342;0.00150564;7.5208685e-05;0.00017182447;0.00097630045;0.0005341477
seem;0.0015527399;0.0022208889;0.0014820135;0.0;0.0010577183;0.0026399076;0.0025853873;0.0019219025;0.00045120346;0.0009448314;0.0017694077;0.0;0.0017598731;0.0024076807;0.0016070413
work;0.0028704042;0.00769488;0.00083887205;0.0;0.0019458431;0.002369547;0.0013360638;0.0011933872;0.0016855682;0.00263445;0.00611323;0.004264459;0.0032676093;0.0009732188;0.00266
appl;0.0;0.005816629;0.0;0.0;0.0;8.4909545e-05;0.0;0.0;0.00030046277;0.0;0.00015141808;0.0;0.0;0.0015674531;0.0005883294
same;0.0012419433;0.0026974035;0.0012535084;6.4928565e-05;0.0012415437;0.0014742007;0.0019744036;0.0016800275;0.0008398979;0.0009683284;0.0022863457;1.2461203e-16;0.0021527878;0.0025864388;0.0015651277
sure;0.0014633284;0.001644571;0.0014303175;0.0;0.00074890937;0.0013891702;0.0011789929;0.0019289416;0.00036373112;0.00049293425;0.0012683736;0.0;0.0023463217;0.0013127917;0.0011889248
back;0.0011505466;0.0012235262;0.0027314106;1.7159173e-05;0.0021069944;0.001391746;0.0006776019;0.0013394818;0.0002023868;0.0016286152;0.0009142197;0.0004467572;0.0036810318;0.001423196;0.0013765154
blow;9.605709e-05;8.561313e-05;0.00016269612;0.0;0.00023255752;0.0;6.820116e-08;0.00010151502;0.0;4.2748285e-05;3.5069854e-05;0.0;0.0004948596;0.00017938773;0.0001052963
door;0.00075159676;0.0;0.0;0.0;0.0014900981;0.0;1.3484595e-05;7.369738e-05;4.4892982e-05;0.0;0.0;0.0;0.0013683925;2.0357564e-05;0.00028573087
drag;0.0;0.0;3.4875004e-05;0.0;0.00031338262;3.223066e-05;0.0;2.4951622e-05;0.0;0.0007462065;0.00043121877;1.198215e-16;1.2312185e-14;8.649095e-05;0.0001119412
folk;0.00034050172;0.00044237718;0.00017656725;0.0;0.00018315155;0.00019693757;8.452063e-05;0.00056044536;0.000114333794;0.00013285551;1.2144265e-05;0.0;0.00058106944;0.0001205945;0.00022899367
give;0.0015321324;0.0015559956;0.0024481884;6.580451e-05;0.00089416147;0.0013989349;0.0019898769;0.0015772147;0.0006160408;0.0013083443;0.0019284178;1.7498483e-05;0.00095188187;0.0018617797;0.001371915
imho;0.00010483056;1.0451034e-05;0.00031416985;0.0;2.625201e-06;4.4740133e-05;6.2786e-05;0.00016227731;9.120721e-05;7.738477e-14;6.8868154e-05;0.0;0.00041405341;0.00013342114;0.000104274004
jimf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002013322;0.0;1.4823443e-05
just;0.0032122345;0.0058172713;0.004322072;5.4779313e-05;0.0029765107;0.0032753893;0.0038987985;0.0050961315;0.0006779702;0.0033617083;0.0027832403;0.0;0.008784394;0.0045090425;0.0037298389
kind;0.0007310334;0.0014675916;0.00046347795;0.0;0.0007510223;0.0011545743;0.0010575936;0.0011994373;0.00015825815;0.0004963985;0.00028799177;6.384903e-07;0.0008678049;0.000352443;0.00071764895
ladi;0.0;0.0;3.4421744e-05;0.0;4.1619776e-05;0.0007048856;9.7643606e-05;0.0;0.0;8.3867606e-05;0.0;3.8447615e-05;7.11584e-05;4.7694036e-11;7.20718e-05
live;3.0566614e-05;1.3279734e-15;0.00046032513;0.0;0.0026061467;0.0006045989;0.0024142822;0.0020339724;0.0;0.00035416998;7.705488e-05;0.0005040871;0.0011404811;0.0020762675;0.0010621614
male;0.0;0.0;0.0;0.0;4.037394e-05;0.00032985432;0.00036397963;0.0009300491;0.0;0.0;0.0;0.0;1.2566341e-05;0.0;0.00016356693
mark;0.0;0.00080620113;0.002333866;0.0;0.00015272787;0.00072043313;0.00074088527;0.000820121;0.00087429024;0.0006626093;0.0007467326;0.00049657596;0.0011286755;0.0005791458;0.00074218446
more;0.004407103;0.0035225966;0.0056480947;0.00010170847;0.0021807274;0.0046472;0.0037570987;0.0075781313;0.0038735487;0.0038994357;0.002030393;0.00095156865;0.004816476;0.0033863827;0.003885218
quit;0.00069221796;0.0006074872;0.0007186501;0.0;0.00023688916;0.0010498165;0.0011221734;0.00060464826;0.00032406554;0.00067837245;0.00093367475;0.0;0.0012754938;0.0007564917;0.0006839132
race;0.0;0.0;0.00022186078;0.0;0.0003997764;4.660011e-05;6.428112e-05;0.00017510547;0.0;0.0003268403;1.6861743e-05;0.00013674994;0.0003897844;0.0006512983;0.00017583447
rate;0.0;0.0018944881;0.0003152101;0.0;0.0;0.0005353515;0.0;0.0015830541;0.000100809986;0.00053297216;1.3715284e-12;0.0009050542;0.0005462967;0.0;0.0004953007
real;0.0012861616;0.0007913084;0.00070810656;6.3838874e-05;0.0002547871;0.0007236432;0.0008437316;0.00069286354;0.0009545003;0.001486021;0.00028409963;7.7383724e-08;0.0017866367;0.001077936;0.00080761075
risk;0.00019439434;0.0;7.207603e-06;1.1261038e-09;9.002265e-05;0.001840905;1.569542e-05;0.0005643513;3.0341347e-05;0.00010467162;0.0;4.9446255e-05;9.504127e-05;0.00023946476;0.00022337103
show;0.00018790089;0.00034646288;0.0010300144;0.0;0.0011364027;0.0013058904;0.00144843;0.0015990316;5.702145e-05;0.0009045799;0.0012963861;0.00017754361;0.00060693163;0.00095335324;0.0008750823
some;0.0050882585;0.0047919634;0.003411873;0.000503625;0.0032160191;0.006602265;0.005735805;0.004889158;0.0045678853;0.004489669;0.004537435;3.174088e-07;0.0048065097;0.0054874523;0.004397379
such;0.0030890151;0.0008938396;0.00065708446;5.545536e-06;0.0015238975;0.0027019428;0.0025258656;0.003106149;0.002181821;0.0020963089;0.00095972914;0.00032366428;0.0005491296;0.0035800645;0.0018636395
tend;3.7171987e-05;3.523932e-05;0.000103056474;0.0;8.7709355e-05;0.00073158264;0.0003414692;0.00030394137;7.31065e-05;0.00019137353;0.00019982409;0.0;0.00026232703;4.083111e-05;0.00018707967
than;0.0032452908;0.0032533722;0.004793648;0.0;0.0013572626;0.003373074;0.002949518;0.005804917;0.002101938;0.003329704;0.0018976913;0.00029283628;0.004534663;0.0033354375;0.0030684175
thus;0.00077004667;0.00030849234;0.000218669;0.0;0.00015600165;0.00019917024;0.001038574;0.000272891;0.00037714228;0.00033924443;0.0002182743;0.0;0.00010829741;0.0005396257;0.0003705811
type;0.00034421077;0.0010561927;2.6721875e-05;0.0;0.0;0.0015372104;0.00018485068;0.0004418026;0.0022240542;0.0003797507;0.0023551905;0.00017748596;0.0010498061;5.0331786e-05;0.000702315
uiuc;1.69542e-05;0.0004072416;0.0010749325;0.0;9.0338806e-05;1.989241e-06;7.546052e-12;0.0;0.0003960125;0.000571537;0.00013795329;1.10305685e-13;0.0030644373;0.0010395062;0.0004733215
wayn;0.0;0.00064250326;0.0003145891;0.0;9.741149e-05;0.0;0.0;0.0;0.0001439811;1.7562466e-05;0.0;2.4795028e-05;0.0003436948;0.0;0.000116030365
when;0.0020684055;0.0042065396;0.004156365;0.0;0.0063308133;0.003600865;0.0045733815;0.0038883653;0.00014704987;0.0017330046;0.0070679584;6.290306e-08;0.007165839;0.003571828;0.0037390257
wish;0.00041433977;0.00015361476;0.00012522617;0.0;0.00021480957;0.00033568256;0.0003899608;0.00051236764;0.00024015861;0.0003590119;0.00021041249;0.00014752385;0.00015629896;0.00049984193;0.00028982
bell;0.0003295892;0.0003998435;0.00046163268;0.0;0.0;0.0;3.640635e-05;0.00016106453;0.00012334087;0.00020971085;0.000133276;8.524787e-05;0.0001874408;1.8952164e-09;0.00015027715
bill;0.0010865788;0.0004223041;0.00053049787;0.0;6.6470836e-14;0.0;0.00027375043;0.00414546;0.0001297333;0.0011516494;0.0;0.00048745025;0.00022911339;8.848076e-12;0.00071713823
even;0.0034655551;0.0014559207;0.0024273226;0.0;0.0029369304;0.0021132813;0.0033233198;0.0031278671;0.00072281633;0.0015835647;0.0012362603;6.350006e-14;0.0028956602;0.0028230157;0.0021989471
gear;4.034432e-05;0.0;0.0;0.0;0.0;1.0463187e-05;0.0;0.0;0.0;1.0420769e-06;0.0;0.0;0.001088663;9.928886e-12;8.331702e-05
hous;0.0022011502;0.00013231082;0.0;0.0;0.001562599;0.0;0.000116793395;0.00097637967;6.169128e-05;3.5641295e-11;0.0;0.001992112;0.00011093159;0.00038214776;0.00054948224
long;0.0014456313;0.00064564176;0.0015405617;0.0;0.0009668544;0.002091463;0.00076237385;0.0009136377;2.498338e-05;0.0022217259;0.0008992311;0.0006409745;0.0017309525;0.0011384775;0.0010606278
open;0.0005326471;0.00014044777;0.0006060803;0.0;0.001212309;0.00017323268;0.0005241588;0.00022869557;0.0004878417;0.00023105313;0.0031940413;0.00080724515;0.0008840423;0.00018563232;0.00066449
part;0.0021612893;0.0009548359;0.000369617;0.0010310955;0.00089072034;0.0010496249;0.0021979497;0.0010864064;0.0011428093;0.0019757624;0.00090294564;0.00157306;0.0014300948;0.0016821249;0.0013535158
peac;0.00016707613;0.0;0.0;0.0;0.00081269786;0.0;0.00044666787;7.481939e-05;0.0;0.0;0.0;7.344903e-05;0.0;0.003948168;0.00040022755
pray;0.00017090856;0.0;0.0;0.0;4.7313784e-05;0.0;0.0009889735;0.0;5.548903e-05;0.0;0.0;0.0;0.0;0.0;0.00013903192
talk;0.00086932385;0.00065456063;0.0011332454;0.0;0.0014614896;0.00050536083;0.0014602364;0.0016229302;1.9504552e-05;0.0006913266;6.4925836e-05;0.00090837805;0.0007659167;0.0021357753;0.0009675992
toth;0.00021582888;0.0001490839;0.00017560204;0.0;0.00010496451;6.825142e-05;0.00015590362;0.00012297479;1.44083515e-05;0.000111024274;9.1158996e-05;0.00012887311;0.00020128702;0.00017608643;0.00012778673
base;0.0005501736;0.00051133387;0.0027728996;0.0;0.00011821444;0.00058147113;0.00076628715;0.00072627165;0.0029842001;0.0019261641;0.000808989;0.0010180277;0.00052140985;0.0016293342;0.0010616508
bias;0.0;5.7313817e-05;0.00025589686;0.0;0.0;4.336579e-05;5.123276e-05;0.00026350206;3.1673204e-05;1.397715e-05;3.590699e-09;0.0;0.0;0.00066459615;0.00010222943
both;0.0009511089;0.002198848;0.001170231;0.0;0.00064242154;0.000985116;0.0015355198;0.00092282874;0.0013517879;0.0008016491;0.0008399368;0.0010162627;0.0012268934;0.0014373292;0.0011465002
isra;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008043533;0.0005203469
lean;5.095558e-06;7.671164e-05;7.249887e-05;0.0;3.3692098e-09;3.0927986e-05;3.5272904e-05;1.0594196e-06;0.0;3.1819138e-05;0.0;7.005293e-05;6.365989e-05;7.589581e-05;3.2713553e-05
left;8.128017e-05;0.00033290253;0.001556367;0.0;0.0016386177;0.00040175;0.00023852236;0.00030723345;0.0;0.00033419466;0.00061164086;0.00022136778;0.0018217152;0.0007396294;0.00060315226
mani;0.0018599071;0.0010323263;0.0022083635;0.0;0.0019010569;0.0027815467;0.0028909042;0.0027763417;0.0029684547;0.00088153087;0.0008046309;0.0008327479;0.0014400737;0.0029028915;0.0019699552
noth;0.000534771;0.00044648664;0.0005107619;0.0;0.00096877135;0.000796387;0.0014533716;0.0011835882;2.880547e-05;0.00044354392;0.0006342524;0.0;0.0009856457;0.0014522207;0.0007621191
reli;0.0001721615;1.7188559e-05;3.6865473e-05;0.0;2.0778698e-05;5.0561986e-05;0.00029531747;9.84545e-05;2.674715e-05;2.5889505e-05;9.1503745e-05;5.9026548e-05;9.965328e-05;7.024733e-05;8.996192e-05
true;0.0006904343;0.00084604335;0.0006917658;0.0;0.00021224574;0.00035621907;0.0025962822;0.00094039243;7.947124e-05;0.00045234372;0.001070889;0.0;0.0007027808;0.0019741817;0.00088377227
beta;0.0;0.00015479699;0.0;2.0753375e-11;0.0;0.00017388535;0.0;0.0;0.00049989764;7.509688e-05;0.00020411916;0.0;0.0;0.0;7.87167e-05
gain;0.0003866817;0.00037653127;1.0489932e-05;0.0;3.9313265e-05;0.0007352385;0.0001310282;0.00026542245;1.6868732e-14;0.0003251382;1.3675056e-05;2.4868954e-05;2.7352557e-05;5.202535e-05;0.0001712341
jami;9.4910965e-06;4.7540194e-05;5.3210595e-05;0.0;0.0;1.951474e-14;0.0;6.657244e-05;2.2665185e-05;0.0;0.000118967255;2.0643385e-05;0.0;0.0;2.5046364e-05
must;0.0015908618;0.00078519486;0.00058631983;0.0;0.000757155;0.0007022089;0.0023545926;0.0010829999;0.00057961297;0.00046160846;0.0016054735;0.0006187085;0.00093398266;0.0021767013;0.0011209444
said;0.0002829413;0.00046119923;0.0013871356;7.927524e-05;0.0070561073;0.001449515;0.0023246286;0.0011694833;0.0;0.0006168898;0.0004271077;0.0025092666;0.0011313027;0.0027901279;0.001702115
